person_id,weight,class,rep_num,duration,jerk_score,cheating_index,tremor_score,emg_intensity,peak_location,rpe,semantic_tags
A321,5,2,12,0.39848276755219997,3.082125214114793,5.36965263799723,9.490141121886035,0.013183112139883067,0.5794392523364486,6.0,动作教科书级
A321,5,2,13,0.38917242251593365,2.8388536472391217,5.815089514340133,14.224628640425392,0.10925592755935938,0.7416267942583732,6.0,后程发力困难
A321,5,2,14,0.38172414648692055,3.073130566272545,5.45396109333101,14.741162982286076,0.1265807296011843,0.998780487804878,6.0,后程发力困难
A321,5,2,15,0.3640344909180145,3.6127621295183547,4.991144268762205,16.606020799912017,0.4059698867553424,0.35038363171355497,6.0,动作教科书级
A321,5,2,16,0.49763794218843665,3.6198086653477395,6.664741555777976,3.645544084782103,0.019237932522041968,0.0,6.0,向心收缩挣扎 / 爆发式借力
A321,5,3,1,0.4036034573221465,1.9711544081530847,10.054022311022704,17.7547294389376,0.019964155145951006,0.9988465974625144,4.0,后程发力困难
A321,5,3,2,0.36077587015532125,2.0150990997741567,8.860672973017959,11.255835973775394,0.07268073493699169,0.9987096774193548,4.0,后程发力困难
A321,5,3,3,0.3826551809905472,2.069676907692431,8.21641164256213,14.566992368756582,0.19385913317023115,0.9987834549878345,4.0,后程发力困难
A321,5,3,4,0.3826551809905472,2.057202467816135,8.66758721981237,9.665947729008437,0.2767340725322375,0.09732360097323602,5.0,爆发式借力
A321,5,3,5,0.40593104358121307,1.735872833117486,10.027417148796946,14.53619561143044,0.03425745265844077,0.3256880733944954,5.0,动作教科书级
A321,5,3,6,0.43106897517913223,1.7933709227902814,8.93420116099805,10.882389580268377,0.016816043939654458,0.6663066954643628,5.0,动作教科书级
A321,5,3,7,0.4115172506029729,1.8578754934570292,7.993736784136547,10.20290384961902,0.030025944103619622,0.998868778280543,5.0,后程发力困难
A321,5,3,8,0.47668966585683736,1.6320927484389687,9.951643654170445,12.451056719197293,0.1479453197349473,0.9990234375,5.0,后程发力困难
