person_id,class,rep_num,weight_first,weight_nunique,rpe,n_rows,duration_s,emg_mean_abs,emg_std,emg_p2p,acc_norm_mean,acc_norm_std,gyro_norm_mean,gyro_norm_std,jerk_score,cheating_index,peak_location,nan_ratio,constant_ratio,spike_ratio
A321,6,3,10.0,3,4.0,2899,1.3495345130068082,0.18894532424974128,0.28126148460798167,2.3814450000000003,1.055983924638077,0.1565975393306712,103.77184909445046,48.59785068245787,57.15049534384635,6.885129984687051,0.18806073153899242,0.0,0.014936409346347235,0.0
A321,6,4,10.0,3,5.0,2870,1.336034512704222,0.25067506212543555,0.3848151615764021,4.266392,1.0562855918692962,0.15193689422030754,109.25967576798475,45.339293075315695,51.47910289282792,7.039972070181116,0.5824329034506797,0.0,0.015386147487925111,9.955201592832254e-05
A321,6,5,10.0,3,5.0,2951,1.3737414101011007,0.11882355293120977,0.1983148909214493,2.6003204,1.0545937358136084,0.15324804331931186,106.62507995451159,46.17406564632434,52.059880156408134,7.019444025448229,0.331864406779661,0.0,0.014624697336561743,0.00019363896015878396
A321,6,6,10.0,3,5.0,2959,1.3774655481156073,0.12506640199391686,0.19637389722125786,2.6751812,1.056459367123485,0.14835043289257147,104.85780917464348,47.19615929660124,49.48678630191226,6.840375822878031,0.9817444219066938,0.0,0.014440258862165557,0.00028967315212668376
A321,6,7,10.0,3,6.0,3019,1.4053965832244062,0.2134732652533952,0.32185403192582235,3.1085678999999997,1.0541520752973397,0.14869757335271197,102.80450234046762,46.97357202681746,46.62756647835085,6.901119747068647,0.5636182902584493,0.0,0.014153176181009183,0.0
A321,6,8,10.0,3,6.0,3489,1.6241896915766656,0.2924521645170536,0.41566827657398037,4.6430457,1.0496228976512278,0.14055911537827825,91.25592783296672,52.127564168036,44.876734555352584,6.861419348169764,0.7436926605504587,0.0,0.018225753604193973,8.189002170085576e-05
A321,6,9,10.0,2,7.0,1730,0.8053448456370397,0.16945641959537575,0.27720255080160006,2.6412756,1.0582753164619114,0.17127547739118523,109.44645477634315,48.56756525502827,44.407624756492936,8.847696260176892,0.5714285714285714,0.0,0.015781211269933076,0.0
A321,6,10,10.0,2,7.0,1824,0.8491034673074915,0.12891005740131578,0.2537044733232272,2.8621651999999997,1.056894246050073,0.15394340794275377,102.41638426417366,47.02026864834034,35.29856329740664,9.134757987974973,0.07789358200767965,0.0,0.01708330068176475,0.00023496240601503758
A321,6,11,10.0,2,8.0,1656,0.7708965690028542,0.0976325092995169,0.15095778864827894,1.4320897,1.0541110444726287,0.1737495975948945,107.55749294394884,48.67024677848206,34.672474524492486,9.757926244146956,0.911178247734139,0.0,0.019162710401381098,0.0
A321,6,12,10.0,2,8.0,1852,0.8621379503582645,0.1174326560475162,0.1910167815623676,1.8000153,1.0548234982736007,0.15915350333335762,102.94174209260099,46.0278771918467,42.62443656207862,6.847232360105717,0.8352242031334414,0.0,0.017751022613259244,0.0
A321,6,13,10.0,2,8.0,2241,1.043224161313645,0.3339349022757697,0.4600649651994555,3.1686579999999998,1.0452258545517834,0.14607203288398937,93.53134088218903,49.94787481426651,34.55244902688957,7.1643048156447335,0.45223214285714286,0.0,0.019642857142857146,0.0
